PUZZLE,CATEGORY,,
RANCH MANAGER,Occupation,,
CRISP MOUNTAIN BREEZE,Thing,,
DO YOU EARS HANG LOW DO THEY WADDLE TO AND FRO,Rhyme Time,,
RENO NEVADA,On the Map,,
HAM AND CHEESE ON RYE,On the Menu,,
SYMPHONY,Thing,,
CASUAL OBSERVER,Person,,
THE PENTAGON,Landmark,,
CINNAMON WALNUT COFFEE CAKE,On the Menu,,
JUST ANOTHER DAY IN PARADISE,Phrase,,
COLORADO BLUE SPRUCE,Living Thing,,
GOLD COINS,Thing,,
A STICKY SITUATION,Thing,,
NEWSPAPER COLUMNIST,Occupation,,
JENNIFER LOVE HEWITT IN GHOST WHISPERER,Show Biz,,
MEMORIES TO HAVE A LIFETIME,Things,,
LAZY SUSAN,Around the House,,
PUEBLO,On the Map,,
AMERICAN BEAUTY ROSE,Living Thing,,
PARKING STRUCTURE,Place,,
GOLDEN BROWN WAFFLE TOPPED WITH WHIPPED CREAM,On the Menu,,
IMMEDIATE FAMILY,People,,
GOING DUTCH,Phrase,,
JUSTICE OF THE PEACE,Person,,
MOVIE MARATHON,Show Biz,,
EXOTIC PORTS OF CALL,Places,,
A LEGEND IN HIS OWN TIME MACHINE,Before & After,,
POMERANIAN,Living Thing,,
DISTRICT OF COLUMBIA,On the Map,,
BACHELOR AUCTION,Event,,
IN THE GROOVE,Phrase,,
STAND UP AND BE COUNTED,Phrase,,
THE CASPIAN SEA,On the Map,,
FRAGRANT PINE FOREST,Place,,
WALK THE LINE,Movie Title,,
SHOOTING CRAPS,Fun & Games,,
FREEZER CASE OF MISTAKEN IDENTITY,Before & After,,
MAJESTIC HUMPBACK WHALES,Living Things,,
HANDLEBAR MOUSTACHE,Thing,,
SATELLITE TELEVISION,Show Biz,,
MATH QUIZ,Event,,
IMPECCABLE TASTE,Thing,,
EGGS BENEDICT,On the Menu,,
BRISK MORNING JOB,Fun & Games,,
MAKEUP MIRROR,Around the House,,
SANDWICH SHOP,Place,,
WHITENING YOUR TEETH,Event,,
FLUFF AND FOLD,Phrase,,
I SLEPT LIKE A BABY,Phrase,,
THE OFFICE,TV Title,,
MASSAGE OIL AND VINEGAR,Before & After,,
ACTRESS KATE BECKINSALE,Proper Name,,
COMBING THE BEACH FOR SEASHELLS,Fun & Games,,
GERANIUM,Living Thing,,
GIVING BLOOD,Event,,
AROMATHERAPY CANDLE,Thing,,
AGITATED STATE FAIR,Before & After,,
WALL CLOCK WITH ROMAN NUMERALS,Around the House,,
DRAMA QUEEN,Person,,
HOUSEHOLD CHORES,Thing,,
BOTTLED MINERAL WATER,Thing,,
MOTOR TREND,Title,,
SOOTHE YOUR CARES AWAY,Phrase,,
THE FEW THE PROUD,Slogan,,
BICYCLE BUILT FOR TWO AND A HALF MEN,Before & After,,
WORD SEARCH,Fun & Games,,
DISHWASHING DETERGENT,In the Kitchen,,
KUWAIT,On the Map,,
GENEVA SWITZERLAND,On the Map,,
BANANA MACADAMIA PANCAKES,On the Menu,,
OSCILLATING FAN,Around the House,,
CHARITABLE CONTRIBUTION,Thing,,
AMATEUR ASTRONOMER,Person,,
YOUNG LOVE,Thing,,
ASIAN ELEPHANT,Living Thing,,
PROFESSIONAL POKER PLAYER,Person,,
HICKORY DICKORY DOCK THE MOUSE RAN UP THE CLOCK,Rhyme Time,,
HAMBURGER JOINT CHIEFS,Before & After,,
MUSTANG SALLY,Song Title,,
NASHVILLE TENNESSEE,On the Map,,
JUST FOCUS,Phrase,,
LETTERS FROM HOME,Things,,
BROWNIE PAN,In the Kitchen,,
GETTING YOUR DUCKS IN A ROW,Phrase,,
VOLCANOES NATIONAL PARK IN HAWAII,Landmark,,
O BEAUTIFUL FOR SPACIOUS SKIES,Song Lyrics,,
CATERING MANAGER,Occupation,,
THE BEST AND THE BRIGHTEST,People,,
BLOWING A FUSE,Event,,
SHAPE UP OR SHIP OUT,Phrase,,
WILD STALLION,Living Thing,,
EXPECT MORE PAY LESS,Slogan,,
THE STARS AND STRIPES FOREVER,Song Title,,
SENIOR CENTER,Place,,
BRAISED YANKEE POT ROAST,On the Menu,,
BODY LANGUAGE,Phrase,,
ALUMINUM FOIL,In the Kitchen,,
ACTOR COLIN FARRELL,Proper Name,,
DRESS SHIRT WITH FRENCH CUFFS,Thing,,
VARIABLE SPEED DRILL SERGEANT,Before & After,,
STUFFED SHELLS,On the Menu,,
BACK TO THE DRAWING BOARD,Phrase,,
FISHHOOK,Thing,,
GOOD MORNING AMERICA,TV Title,,
PAPER AIRPLANES,Fun & Games,,
EVERYTHING UNDER THE SUN,Phrase,,
LEMON RASPBERRY CREAM CHEESECAKE,On the Menu,,
PANAMA CITY PANAMA,On the Map,,
FRAMED FAMILY PORTRAIT,Around the House,,
JAZZ GUITAR,Show Biz,,
BRITISH VIRGIN ISLANDS,On the Map,,
HOWLER MONKEY,Living Thing,,
CNN ANCHOR ANDERSON COOPER,Proper Name,,
RECEIVING A BEAUTIFUL FLOWER LEI,Event,,
PRISON BREAK,TV Title,,
THE HOTTEST TICKET IN TOWN,Thing,,
VALUABLES,Things,,
GYPSY MOTH,Living Thing,,
OPENING NIGHT JITTERS,Show Biz,,
CHICKEN CHIMICHANGAS,On the Menu,,
IMITATION IS THE SINCEREST FORM OF FLATTERY,Phrase,,
GEENA DAVIS AS THE PRESIDENT,Star & Role,,
IRRESISTABLE URGE,Thing,,
BOLIVIA,On the Map,,
EASIER SAID THAN DONE,Phrase,,
CURIOUS GEORGE,Fictional Character,,
START ME UP BY THE ROLLING STONES,Rock On!,,
CARVED WOODEN TIKI MASK,Thing,,
TOASTER OVEN,In the Kitchen,,
GRAND SLAM HOME RUN,Fun & Games,,
BULLFROG,Living Thing,,
RIO DE JANEIRO,On the Map,,
THE BIG CHEESE,Person,,
SCRUMPTOUS MIDNIGHT BUFFET,Thing,,
STRAWBERRY LEMONADE,On the Menu,,
THE NEW YORK TIMES MAGAZINE,Title,,
I GAVE MY WORD,Phrase,,
DORA THE EXPLORER,Fictional Character,,
YOU CAN DO IT WE CAN HELP,Slogan,,
POLICE DISPATCHER,Occupation,,
PROFESSIONAL BULL RIDING,Fun & Games,,
SCRUBBER SPONGE,Around the House,,
DOOR HINGE,Around the House,,
THE PRINCESS AND THE PEA,Title,,
CHOCOLATE BUNNY,Thing,,
AUTO BODY LOTION,Before & After,,
LEARNING TO DANCE THE HULA,Fun & Games,,
CINNAMON SWIRL FRENCH TOAST WITH MAPLE SYRUP,On the Menu,,
IT SPEAKS FOR ITSELF,Phrase,,
HEAVY WORKLOAD,Thing,,
THAT SPECIAL SOMETHING,Phrase,,
SOLVING A RIDDLE,Fun & Games,,
ROASTED GARLIC SALSA,On the Menu,,
STAR OF STAGE AND SCREEN DOOR,Before & After,,
ORDERING CHINESE FOOD FOR DELIVERY,Event,,
THE BLAME GAME,Rhyme Time,,
COMIC BOOK COLLECTION,Thing,,
A GOOD FIT,Phrase,,
DUKE UNIVERSITY,Proper Name,,
THE CHICAGO RIVER,On the Map,,
COME HUNGRY LEAVE HAPPY,Slogan,,
YOU ARE CLEARED FOR TAKEOFF,Phrase,,
TURPENTINE,Around the House,,
BRIEF ME,Phrase,,
BUSINESS EMPIRE,Thing,,
GREAT WHITE SHARK,Living Thing,,
COOLER HEADS PREVAILED,Phrase,,
SOUR CREAM APPLE WALNUT PIE,On the Menu,,
LONDON BRIDGE IS FALLING DOWN,Song Lyrics,,
ROOM DARKENING SHADES,Around the House,,
HOBBIES,Things,,
CROWNING ACHIEVEMENT,Thing,,
PASTA STRAINER,In the Kitchen,,
STEVE MARTIN AS INSPECTOR CLOUSEAU,Star & Role,,
EARTH DAY,Event,,
NOT A MOMENT TOO SOON,Phrase,,
QUITE A JOLT,Phrase,,
PACK YOUR BAGS,Phrase,,
CORN BREAD SQUARES,On the Menu,,
TRAINING WHEELS OF JUSTICE,Before & After,,
SNORKEL MASK AND FINS,Things,,
BLUNT JUDGE AMERICAN IDOL VIEWERS LOVE TO HATE,Who Is It?,,
DOBERMAN PINSCHER,Living Thing,,
SHOPPING ON THE INTERNET,Event,,
CIVIL WAR BUFF,Person,,
TAKE IT TO THE LIMIT,Song Title,,
CEREAL BOWL,In the Kitchen,,
FAMILY BUSINESS,Thing,,
CREAMY RICE PUDDING,On the Menu,,
GUEST LECTURER,Person,,
BALD EAGLE,Living Thing,,
PAPER OR PLASTIC SURGERY,Before & After,,
EAT LESS EXERCISE MORE,Phrase,,
PRISTINE MOUNTAIN LAKE,Place,,
LINOLEUM FLOOR,Around the House,,
ATHLETIC SHOE DESIGNER,Occupation,,
HIGH MARKS,Phrase,,
A SLEIGHT OF HAND,Phrase,,
ACTOR OWEN WILSON,Proper Name,,
GIANT REDWOOD TREES,Living Things,,
TROUBLEMAKER,Person,,
MONDAY THROUGH FRIDAY,Phrase,,
CELL PHONE CHARGER,Thing,,
THICK AND JUICY,Phrase,,
BONELESS BUFFALO WINGS,On the Menu,,
LAS VEGAS SHOWROOM,Place,,
SKIING THE ROCKIES,Fun & Games,,
HOME ESPRESSO MACHINE,In the Kitchen,,
SHELF LIFE OF THE PARTY,Before & After,,
FRIENDLY FACES,Things,,
YOU DRIVE A HARD BARGAIN,Phrase,,
RENAISSANCE FAIR,Event,,
ONE OF THE GANG,Person,,
BUBBLE WRAP,Thing,,
POSITIVE ATTITUDE,Thing,,
AND THE SKIES ARE NOT CLOUDY ALL DAY,Song Lyrics,,
FAMILY TREE STUMP,Before & After,,
NEWFOUNDLAND,On the Map,,
MASTER OF DISGUISE,Person,,
TOUGH BREAK,Thing,,
OLD WEST SALOON,Place,,
KNIFE SHARPENER,In the Kitchen,,
PITCHER OF FROZEN MARGARITAS,On the Menu,,
LINCOLN LOGS,Fun & Games,,
MATCHBOX CARS,Fun & Games,,
ROADSIDE WATERFALL,Thing,,
PUERTO RICO,On the Map,,
SNOWBOARDING INSTRUCTOR,Occupation,,
DUST IN THE WIND,Song Title,,
FOREST RANGER,Occupation,,
HERD OF BIGHORN SHEEP,Living Things,,
CHARLIE AND THE CHOCOLATE FACTORY,Title,,
SCHOOL PLAYGROUND,Place,,
PRESCRIPTION SUNGLASSES,Things,,
HAVING A BABY,Event,,
FLY LIKE AN EAGLE,Song Title,,
FRAMED ART PRINT,Around the House,,
SAND BETWEEN YOUR TOES,Thing,,
COCKER SPANIEL,Living Thing,,
IT COMES WITH THE TERRITORY,Phrase,,
JOIN HANDS,Phrase,,
GOOD TABLE MANNERS,Things,,
LUSH TROPICAL RAIN FOREST,Place,,
LITTLE HOUSE ON THE PRARIE DOG,Before & After,,
BLUEBIRDS,Living Things,,
NO EASY FIX,Phrase,,
WE ARE FAMILY,Song Title,,
DAYTIME DRAMAS,Show Biz,,
PICKING OUT POSTCARDS,Event,,
OLD MOTHER HUBBARD WENT TO THE CUPBOARD,Rhyme Time,,
CINCINNATI OHIO,On the Map,,
IMPRESSIONIST PAINTER,Person,,
I BEG TO DIFFER,Phrase,,
GENEROUS PORTIONS,Things,,
BASKETBALL HOOP EARRINGS,Before & After,,
OPENING NIGHT ON BROADWAY,Show Biz,,
SAN JUAN ISLANDS,On the Map,,
ELECTRICAL ENGINEER,Occupation,,
BAKING DISH,In the Kitchen,,
HOSPITAL DELIVERY ROOM,Place,,
IT TAKES TWO,Phrase,,
UPHOLSTERED SEAT CUSHIONS,Around the House,,
RECIPE FOR AUTHENTIC GUACAMOLE,Thing,,
PLEASE HAVE EXACT CHANGE OF UNDERWEAR,Before & After,,
CONSUMER REPORTS,Title,,
SCOTTSDALE ARIZONA,On the Map,,
QUEEN BEE,Living Thing,,
WAITING FOR THE SHIP TO COME,Phrase,,
GARLIC PRESS CONFERENCE,Before & After,,
SCRAPBOOKING,Fun & Games,,
MANICURIST,Occupation,,
YOGA STUDIO,Place,,
HOMECOMING GAME,Event,,
GERMAN SHEPARD,Living Thing,,
BEST SUPPORTING ACTOR GEORGE CLOONEY,Show Biz,,
NERVOUS ENERGY DRINK,Before & After,,
WHAT I DID ON MY SUMMER VACATION,Phrase,,
LOUISVILLE KENTUCKY,On the Map,,
INTERNSHIP PROGRAM,Thing,,
MECHANICAL PENCIL,Around the House,,
BACK IN A FLASH,Phrase,,
KNOWLEDGE IS POWER,Quotation,,
WORKOUT CLOTHES,Things,,
THE EXCEPTION THAT PROVES THE RULE,Phrase,,
CHICKEN OR BEEF NACHOS SUPREME,On the Menu,,
FRESHMAN ORIENTATION,College Life,,
PLUMBING,Thing,,
UNIVERSITY PRESIDENT,Occupation,,
SONY PLAYSTATION,Fun & Games,,
BATHING SUIT OF ARMOR,Before & After,,
SEEMED LIKE A GOOD IDEA TO ME,Phrase,,
SNEAK PEEK,Rhyme Time,,
CRAMMING FOR AN EXAM,College Life,,
BIKE SHOP,Place,,
TAKING A ROAD TRIP,Event,,
PAJAMA BOTTOMS,Around the House,,
EXCLUSIVE NIGHTCLUB,Place,,
GENERAL MANAGER OF A PRO SPORTS TEAM,Occupation,,
MALLARD DUCK,Living Thing,,
SAN FRANCISCO BAY AREA,On the Map,,
FEAR OF HEIGHTS,Thing,,
CELL PHONE RINGTONES,Things,,
RASPBERRY ICED TEA,On the Menu,,
SINGER CARRIE UNDERWOOD,Proper Name,,
ULTIMATE FRISBEE,Fun & Games,,
HAZY SKIES,Things,,
RIVER DELTA,Place,,
SLEEPING BAG OF TRICKS,Before & After,,
VISITING THE HOCKEY HALL OF FAME,Event,,
NORTH CAROLINA,On the Map,,
ELEVATOR OPERATOR,Occupation,,
YOUNG HIP CROWD,People,,
THE TWIN CITIES,On the Map,,
FRIED OYSTERS,On the Menu,,
RAINBOW CONNECTION,Song Title,,
OVERFLOWING LAUNDRY HAMPER,Around the House,,
SON OF A GUN,Rhyme Time,,
QUESTIONS AND ANSWERS,Things,,
A QUICK BITE,Thing,,
GUILTY PLEASURE,Thing,,
SCHOOL OF TROPICAL FISH,Living Things,,
FLOWER CHILD SAFETY SEAT,Before & After,,
KEEPING UP WITH THE JONESES,Phrase,,
THE NEVILLE BROTHERS,Family,,
DOG SHOW JUDGE,Person,,
DADDY LONGLEGS,Living Thing,,
POPCORN SHRIMP,On the Menu,,
WITH A LITTLE BIT OF LUCK,Phrase,,
MILK MUSTACHE,Thing,,
THE HARDY BOYS AND NANCY DREW,Fictional Characters,,
NIGHT JOB,Thing,,
REMARKABLE RESEMBLANCE,Thing,,
MOTHER MAY I,Fun & Games,,
EVERYBODY INTO THE POOL,Phrase,,
VEGETABLE PEELER,In the Kitchen,,
A FANTASTIC FINISH,Event,,
JACK OF CLUBS,Fun & Games,,
DECORATED VETERANS,People,,
CHILLED ZESTY GAZPACHO,On the Menu,,
REESE WITHERSPOON AS JUNE CARTER CASH,Star & Role,,
CORN DOG GROOMER,Before & After,,
EASY LISTENING,Show Biz,,
HIGH SCHOOL ART TEACHER,Occupation,,
JOB SKILLS,Things,,
PLAYING CHARADES,Fun & Games,,
AMATEUR SLEUTH,Person,,
TURKEY DINNER WITH ALL THE FIXINGS,On the Menu,,
SILLY STRING QUARTET,Before & After,,
ESCAPE FROM THE EVERYDAY,Phrase,,
YELLOW CANARY,Living Thing,,
INSIGNIA,Thing,,
MAGAZINE COVER STORY,Thing,,
CHROME DOME,Rhyme Time,,
VIDEO GAME TOURNAMENT,Event,,
LEAVING ON A JET PLANE,Song Title,,
TEE TIME SAND TRAP ELECTRIC CART,Where Are We?,,
FAIRFAX VIRGINIA,On the Map,,
RUNT OF THE LITTER,Living Thing,,
TALING A BLUE STREAK,Phrase,,
YOUTH CHORUS,People,,
PLANTING A TREE,Event,,
BOSTON HARBOR,On the Map,,
KING OF THE JUNGLE,Phrase,,
STAINLESS STEEL MEASURING CUPS,In the Kitchen,,
GREEK MYTHOLOGY,Thing,,
SPICY CHICKEN SOFT TACO,On the Menu,,
MOUNT FUJI,On the Map,,
LETTER CARRIER,Occupation,,
ADJUSTABLE WRENCH,Around the House,,
PIANO MAN BY BILLY JOEL,Song/Artist,,
RECHARGE YOUR BATTERIES,Phrase,,
PITTSBURGH PENNSYLVANIA,On the Map,,
HOUSEWORK,Thing,,
A BOLD PREDICTION,Thing,,
MUSEUM OF SCIENCE,Place,,
BUTCHER BLOCK CUTTING BOARD,In the Kitchen,,
WONDERFUL TONIGHT BY ERIC CLAPTON,Song/Artist,,
MARRIAGE PROPOSAL AT THE TOP OF THE EIFFEL TOWER,Event,,
GOING HALFWAY,Phrase,,
HASTE MAKES WASTE,Rhyme Time,,
DAYDREAM BELIEVER,Song Title,,
SALSA DANCING COMPETITION,Event,,
LAB TECHNICIAN,Occupation,,
CONNECTICUT RIVER,On the Map,,
A MIXED BAG,Phrase,,
AEROSPACE ENGINEER,Occupation,,
THE GREEN MOUNTAINS OF VERMONT,On the Map,,
FORMER LOIS LANE NOW PLAYS A DESPERATE HOUSEWIFE,Who Is It?,,
THE RAIN IN SPAIN STAYS MAINLY IN THE PLAIN,Rhyme Time,,
OPENING CREDITS,Show Biz,,
WAVY HAIR,Thing,,
JIMMY KIMMEL LIVE,TV Title,,
BASKETBALL COACH,Occupation,,
A CHANGE OF SCENERY,Phrase,,
QUIET RESIDENTIAL NEIGHBORHOOD,Place,,
AFRICAN ELEPHANT,Living Thing,,
PUBLICITY,Thing,,
TRACK LIGHTING,Around the House,,
THE MUPPETS,Fictional Characters,,
INCREDIBLE NATURAL WONDERS,Things,,
PROMISING YOUNG PLAYWRIGHT,Person,,
MORNING GLORY,Living Thing,,
HABITAT FOR HUMANITY,Proper Name,,
BY DESIGN,Phrase,,
GET THE PARTY STARTED,Song Title,,
EASTERN EUROPE,On the Map,,
PRECIOUS CARGO PANTS,Before & After,,
GOURMET CHOCOLATE SHOP,Place,,
TAKE YOUR TIME,Phrase,,
MOTORCYCLE ENTHUSIASTS,People,,
BIG PROFITS,Things,,
GOOD LUCK CHARM,Thing,,
IRISH SETTER,Living Thing,,
CATCHING SOME RAYS,Phrase,,
UNIFORMED VALET PARKING ATTENDANT,Occupation,,
ADOPTIVE PARENTS,People,,
HONEY MUSTARD SALAD DRESSING,Food & Drink,,
EBB AND FLOW,Phrase,,
STOCK CAR RACING,Fun & Games,,
OPTICIAN,Occupation,,
EMPLOYEE OF THE MONTH,Person,,
IT TAKES TWO TO TANGO,Phrase,,
GROWING A BEARD,Event,,
CRYSTAL CANDLESTICKS,Around the House,,
PRESCRIPTION MEDICATION,Thing,,
WICHITA,On the Map,,
BIKE HELMET,Thing,,
TOM PETTY CASH,Before & After,,
ALBUQUERQUE SANTA FE TRAIL LAND OF ENCHANTMENT,Where Are We?,,
BLURT IT OUT,Phrase,,
AN OLD DEAR FRIEND,Person,,
TOUGH GUY,Person,,
SHENANDOAH RIVER,On the Map,,
JEEPERS CREEPERS,Rhyme Time,,
KITCHEN AND BATH FIXTURES,Around the House,,
THINLY SLICED BLACK FOREST HAM,Food & Drink,,
CHIMPANZEE,Living Thing,,
GYMNASTICS PRACTICE,Fun & Games,,
FUEL GAUGE,Thing,,
SMILEY FACE,Thing,,
HIKING THE APPALACHIAN TRAIL,Fun & Games,,
FLUENT IN SPANISH,Phrase,,
MEDIA CABINET,Around the House,,
LAST COMIC STANDING,TV Title,,
HAVE FAITH,Phrase,,
DROP EVERYTHING,Phrase,,
CHEAT SHEET,Rhyme Time,,
RESPECTED MEMBER OF THE COMMUNITY,Person,,
TOASTED SANDWICHES,Food & Drink,,
DISTANT PLANET,Place,,
ORANGE GROVE,Place,,
SOLVING A MYSTERY,Event,,
ANIMAL LOVERS,People,,
MEN IN BLACK BEAN CHILI,Before & After,,
ANCIENT MYTHOLOGY,Thing,,
HIT TV MEDICAL DRAMA HOUSE,Show Biz,,
THE POTOMAC RIVER,On the Map,,
QUICK STUDY,Person,,
LET THE GAMES BEGIN,Phrase,,
SCOTCH PINE,Living Thing,,
LOCALLY CAUGHT TUNA STEAKS,Food & Drink,,
ELECTRIC CAN OPENER,In the Kitchen,,
HEAVEN MUST BE MISSING AN ANGEL FOOD CAKE,Before & After,,
BERLIN GERMANY,On the Map,,
PUBLIC TRANSPORTATION,Thing,,
CARPET INSTALLER,Occupation,,
MAKING A VOW,Event,,
SAY THE MAGIC WORD,Phrase,,
FIGHT NIGHT,Rhyme Time,,
PRIVATE CONVERSATION,Thing,,
ARTISTIC DIRECTOR OF A BALLET COMANY,Occupation,,
WELCOME TO THE JUNGLE,Song Title,,
SNAPPING TURTLE,Living Thing,,
REMOTE CONTROL,Around the House,,
SUBURB,Place,,
OFF TO A FAST START,Phrase,,
HELSINKI FINLAND,On the Map,,
CLOSET SPACE SHUTTLE,Before & After,,
CRISPY ROASTED DUCK WITH ORANGE SAUCE,Food & Drink,,
NEW AGE MUSIC,Show Biz,,
MEMORABILIA COLLECTOR,Person,,
PLANNED COMMUNITY,Place,,
COWBOY BOOTS,Things,,
DUNKING A BASKETBALL,Fun & Games,,
GIANT PANDAS,Living Things,,
IRISH COFFEE WITH WHIPPED CREAM,Food & Drink,,
GULF OF CALIFORNIA,On the Map,,
TODAY IS THE FIRST DAY OF THE REST OF YOUR LIFE,Phrase,,
THINK PINK,Rhyme Time,,
DISCOUNT COUPONS,Things,,
SPARE BEDROOM,Around the House,,
FICUS,Living Thing,,
THE FOUR SEASONS,Events,,
APPLE MARTINI,Food & Drink,,
LUNCH MONEY MANAGER,Before & After,,
CLASSIC DISCO HIT ROCK THE BOAT,The 70s,,
CAPE COD NATIONAL SEASHORE,On the Map,,
BARGAIN HUNTERS,People,,
VEGETARIAN RESTAURANT,Place,,
THE FAIRWAY,Place,,
STRAIGHT TO THE TOP,Phrase,,
GRAPHIC DESIGNER,Occupation,,
BEAUTIFUL LANDSCAPES,Things,,
SUPERMAN RETURNS AND EXCHANGES,Before & After,,
BROWN EYED GIRL BY VAN MORRISON,Rock On!,,
FITTED SHEET,Around the House,,
STAR TREK CONVENTION,Event,,
TAPIOCA PUDDING,Food & Drink,,
WAVE GOODBYE,Thing,,
NO DOUBT ABOUT IT,Phrase,,
MIDNIGHT MOVIES,Show Biz,,
THE COWARDLY LION TAMER,Before & After,,
TOUGH TV SHRINK GIVES ADVICE A TEXAS TWANG,Who Is It?,,
THE DEEP END OF THE POOL,Place,,
SHETLAND SHEEPDOG,Living Thing,,
COLD MACARONI SALAD,Food & Drink,,
YARD WORK,Thing,,
MILES OF SMILES,Rhyme Time,,
PORK FRIED RICE,Food & Drink,,
FADING INTO THE SUNSET,Phrase,,
ACTOR WON TWO OSCARS AND CRACKED THE DA VINCI CODE,Who Is It?,,
END TABLE,Around the House,,
PAPER CUPS AND PLATES,Things,,
SMOOTH TALKER,Person,,
TAKE A WHIFF,Phrase,,
WORTH EVERY PENNY,Phrase,,
LIFELONG FRIENDS,People,,
HEY DIDDLE DIDDLE THE CAT AND THE FIDDLE,Rhyme Time,,
ASSORTMENT OF SPANISH OLIVES,Food & Drink,,
HIGH ALTITUDE,Thing,,
IT WAS A FLUKE,Phrase,,
RHYTHM AND BLUES,Show Biz,,
WISE INVESTMENTS,Things,,
LONG ISLAND SOUND ASLEEP,Before & After,,
LOUNGING IN A HAMMOCK ON THE BEACH,Event,,
MY EYES ARE BIGGER THAN MY STOMACH,Phrase,,
ONLINE BANKING,Thing,,
SCRANTON PENNSYLVANIA,On the Map,,
COMMUNITY COLLEGE,Place,,
FUSSY BABY,Person,,
RUNS HITS AND ERRORS,Fun & Games,,
YELLOW DAFFODILS,Living Things,,
JUICY PINEAPPLE CHUNKS,Food & Drink,,
PHOTOGRAPHY STUDIO,Place,,
WATER PURIFIER,In the Kitchen,,
CONSTRUCTION WORKER,Occupation,,
HINDSIGHT,Thing,,
IN STYLE MAGAZINE,Title,,
SALAD BOWLS,In the Kitchen,,
DOCTORS BEDSIDE MANNER,Thing,,
PLAYING THE BAGPIPES,Event,,
RAGGEDY ANN AND ANDY ROONEY,Before & After,,
BUFFALO BURGER,Food & Drink,,
COMMITMENT TO EXCELLENCE,Phrase,,
PEDIACTRIC DENTIST,Occupation,,
SAGINAW,On the Map,,
FIRING UP THE GRILL,Event,,
COMPUTER SCREEN,Thing,,
WEEKEND BOX OFFICE REPORT,Show Biz,,
TENNIS MATCH AT WIMBLEDON,Fun & Games,,
CROSSING GUARD,Person,,
PULLED PORK STEAK,Food & Drink,,
HEARTY BEEF STEW,Food & Drink,,
PROBLEM SOLVES,Phrase,,
GETTING ADJUSTED TO THE TIME CHANGE,Event,,
CIRCUS ELEPHANTS,Living Things,,
HOSPITAL ADMINISTRATOR,Occupation,,
BLOOD TYPES,Thing,,
HIGH SCHOOL FOOTBALL,Fun & Games,,
MOJAVE DESERT,On the Map,,
HOT STOCK TIP OF THE ICEBERG,Before & After,,
SHOPPING FOR SOUVENIRS,Event,,
STRIPED SEA BASS,Living Things,,
GRANITE COUNTERTOPS,In the Kitchen,,
GOLF VISOR,Thing,,
COLLEGE ROOMMATES,People,,
MOBILE HOME,Place,,
SOAK UP THE SUN BY SHERYL CROW,Rock On!,,
PATRIOTS CLAM CHOWDER SIX NORTHEAST STATES,Where Are We?,,
WHOLESOME FAMILY ENTERTAINMENT,Thing,,
DAIRY FARMER,Occupation,,
TOWN HALL MEETING,Event,,
REMEMBER THE TITANS,Movie Title,,
QUILTED BLANKET,Around the House,,
BOWLING GREEN KETUCKY,On the Map,,
SCUBA DIVERS AND SNORKELERS,People,,
CATCHING A FOUL BALL IN THE STANDS,Event,,
ENERGY SOURCE,Thing,,
RELATED BY MARRIAGE,Phrase,,
FREIGHT ELEVATOR,Place,,
I LOVE TO SEE YOU SMILE,Song Title,,
FACTS AND FIGURES,Things,,
NOTRE DAME CATHEDRAL,Landmark,,
SOME LIKE IT HOT PINK,Before & After,,
AVAILABLE WHEREVER BOOKS ARE SOLD,Phrase,,
TABBY CATS,Living Things,,
HISTORIC COURTHOUSE,Place,,
OHIOANS,People,,
IN MY HUMBLE OPINION,Phrase,,
CATCHY TUNE,Thing,,
ACTRESS KEIA KNIGHTLEY,Proper Name,,
HOT WINGS,Food & Drink,,
KEEP UP THE GOOD WORK,Phrase,,
FAIR SHARE,Rhyme Time,,
GREEK SALAD WITH CRUMBLED FETA CHEESE,Food & Drink,,
FIGURINES,Things,,
FLUFFING UP PILLOWS,Event,,
CHINESE CRACKERS,Fun & Games,,
BROADEN YOUR HORIZONS,Phrase,,
GREAT HORNED OWL,Living Thing,,
THE CHARLES RIVER,On the Map,,
HAMBURG,On the Map,,
FARGO NORTH DAKOTA,On the Map,,
STANDING TALL,Phrase,,
HELLO KITTY,Fictional Character,,
UNITED STATES SENATOR,Occupation,,
WEDDING REHEARSAL,Event,,
SHOCK VALUE,Phrase,,
EDUCATED GUESS,Thing,,
BEDSIDE TABLE,Around the House,,
CHOCOLATE CHOCOLATE CHIP COOKIES,Food & Drink,,
MAJORING IN SPANISH,College Life,,
GOOGLE SEARCH AND RESCUE,Before & After,,
SUSPENSE NOVELIST,Occupation,,
PUMPKIN PATCH,Place,,
FIRST IN THE CLASS,Phrase,,
WORLD CUP SOCCER,Fun & Games,,
BEAN AND CHEESE BURRITO,Food & Drink,,
WRITING FOR THE CAMPUS NEWSPAPER,Before & After,,
WRITING FOR THE CAMPUS NEWSPAPER,College Life,,
TALKING PARROT,Living Thing,,
SINGER KELLY CLARKSON,Proper Name,,
QUICK PACE,Thing,,
RIDING SHOTGUN,Phrase,,
COMEDY CENTRAL AIR CONDITIONING,Before & After,,
POSTING VACATION PHOTOS ON THE WEB,Event,,
WINDOW SHADES,Around the House,,
STUDENT ORGANIZATIONS,College Life,,
SHOWING OFF,Phrase,,
GRADUATION SPEAKER,Person,,
COW PASTURE,Place,,
BUILDING SANDCASTLES,Fun & Games,,
YOU LEARN SOMETHING NEW EVERY DAY,Phrase,,
THE CHESHIRE CAT,Fictional Character,,
SOUTHERN PECAN PIE,Food & Drink,,
